LongTable-checkbox,lineage1,lineage2,lineage3,depmapId,displayName, Primary Disease
TRUE,Ovary,Ovary Adenocarcinoma,Clear Cell,ACH-001719,OCIC4P,Ovarian Cancer
TRUE,Ovary,Ovary Adenocarcinoma,Clear Cell,ACH-001369,OCIC5X,Ovarian Cancer
TRUE,Lymphocyte,Non Hodgkin Lymphoma,DLBCL,ACH-001146,OCILY10,Lymphoma
TRUE,Lymphocyte,Lymphoma Unspecified,T-cell,ACH-001147,OCILY12,Lymphoma
TRUE,Lymphocyte,Lymphoma Unspecified,T-cell,ACH-001148,OCILY132,Lymphoma
TRUE,Lymphocyte,Non Hodgkin Lymphoma,DLBCL,ACH-001616,OCILY18,Lymphoma
TRUE,Lymphocyte,Non Hodgkin Lymphoma,DLBCL,ACH-000124,OCILY19,Lymphoma
TRUE,Lymphocyte,Non Hodgkin Lymphoma,DLBCL,ACH-000158,OCILY3,Lymphoma
TRUE,Lymphocyte,Non Hodgkin Lymphoma,DLBCL,ACH-001617,OCILY7,Lymphoma
TRUE,Blood,AML,M6,ACH-000751,OCIM1,Leukemia
TRUE,Blood,AML,,ACH-001618,OCIM2,Leukemia
TRUE,Plasma Cell,Multiple Myeloma,,ACH-000854,OCIMY5,Myeloma
TRUE,Plasma Cell,Multiple Myeloma,,ACH-000436,OCIMY7,Myeloma
TRUE,Ovary,Ovary Adenocarcinoma,Serous,ACH-001370,OCIP5X,Ovarian Cancer
TRUE,Breast,Breast Carcinoma,,ACH-002179,OCUBM,Breast Cancer
TRUE,Bile Duct,Gallbladder Adenocarcinoma,,ACH-001619,OCUG1,Gallbladder Cancer
TRUE,Gastric,Gastric Adenocarcinoma,Diffuse Gastric,ACH-000247,OCUM1,Gastric Cancer
TRUE,Esophagus,Esophagus Squamous,Laryngeal,ACH-000679,OE19,Esophageal Cancer
TRUE,Esophagus,Esophagus Squamous,,ACH-000544,OE21,Esophageal Cancer
TRUE,Esophagus,Esophagus Adenocarcinoma,,ACH-000383,OE33,Esophageal Cancer
TRUE,Engineered Ovary,,,ACH-000494,OELE,Engineered
TRUE,Cervix,Cervical Squamous,,ACH-002180,OMC1,Cervical Cancer
TRUE,Eye,Uveal Melanoma,,ACH-002017,OMM1,Eye Cancer
TRUE,Eye,Uveal Melanoma,,ACH-002018,OMM25,Eye Cancer
TRUE,Ovary,Ovary Adenocarcinoma,High Grade Serous,ACH-000013,ONCODG1,Ovarian Cancer
TRUE,Central Nervous System,Glioma,Glioblastoma,ACH-001622,ONDA7,Brain Cancer
TRUE,Central Nervous System,Glioma,Glioblastoma,ACH-001623,ONDA8,Brain Cancer
TRUE,Central Nervous System,Glioma,Glioblastoma,ACH-001624,ONDA9,Brain Cancer
TRUE,Lung,Mesothelioma,,ACH-001992,ONE58,Lung Cancer
TRUE,Central Nervous System,Medulloblastoma,,ACH-000776,ONS76,Brain Cancer
TRUE,Plasma Cell,Multiple Myeloma,,ACH-000057,OPM1,Myeloma
TRUE,Plasma Cell,Multiple Myeloma,,ACH-000024,OPM2,Myeloma
TRUE,Bone,Osteosarcoma,,ACH-001814,OS252,Bone Cancer
TRUE,Upper Aerodigestive,Upper Aerodigestive Squamous,,ACH-001625,OSC19,Head and Neck Cancer
TRUE,Upper Aerodigestive,Upper Aerodigestive Squamous,,ACH-001626,OSC20,Head and Neck Cancer
TRUE,Kidney,Renal Cell Carcinoma,,ACH-000159,OSRC2,Kidney Cancer
TRUE,Colorectal,Colorectal Adenocarcinoma,,ACH-000296,OUMS23,Colon/Colorectal Cancer
TRUE,Bone,Chondrosarcoma,,ACH-001150,OUMS27,Bone Cancer
TRUE,Ovary,Ovary Adenocarcinoma,,ACH-001373,OV17R,Ovarian Cancer
TRUE,Ovary,Ovary Adenocarcinoma,Serous,ACH-000091,OV56,Ovarian Cancer
TRUE,Ovary,Ovary Adenocarcinoma,Mixed Serous Clear Cell,ACH-000688,OV7,Ovarian Cancer
TRUE,Ovary,Ovary Adenocarcinoma,High Grade Serous,ACH-000291,OV90,Ovarian Cancer
TRUE,Ovary,Ovary Adenocarcinoma,Serous,ACH-002181,OVCA420,Ovarian Cancer
TRUE,Ovary,Ovary Adenocarcinoma,Serous,ACH-002182,OVCA433,Ovarian Cancer
TRUE,Ovary,Ovary Adenocarcinoma,High Grade Serous,ACH-000617,OVCAR4,Ovarian Cancer
TRUE,Ovary,Ovary Adenocarcinoma,High Grade Serous,ACH-001151,OVCAR5,Ovarian Cancer
TRUE,Ovary,Ovary Adenocarcinoma,High Grade Serous,ACH-000696,OVCAR8,Ovarian Cancer
TRUE,Ovary,Ovary Adenocarcinoma,Clear Cell,ACH-000527,OVISE,Ovarian Cancer
TRUE,Ovary,Ovary Adenocarcinoma,Endometrioid,ACH-000947,OVK18,Ovarian Cancer
TRUE,Ovary,Ovary Adenocarcinoma,High Grade Serous,ACH-000443,OVKATE,Ovarian Cancer
TRUE,Ovary,Ovary Adenocarcinoma,Clear Cell,ACH-000646,OVMANA,Ovarian Cancer
TRUE,Ovary,Ovary Adenocarcinoma,High Grade Serous,ACH-002183,OVMIU,Ovarian Cancer
TRUE,Ovary,Ovary Adenocarcinoma,High Grade Serous,ACH-000409,OVSAHO,Ovarian Cancer
TRUE,Ovary,Ovary Adenocarcinoma,Clear Cell,ACH-000663,OVTOKO,Ovarian Cancer
TRUE,Blood,ALL,T-cell,ACH-000372,P12ICHIKAWA,Leukemia
TRUE,Blood,CML,,ACH-002061,P2URK562,Leukemia
TRUE,Blood,ALL,B-cell,ACH-002059,P30OHK,Leukemia
TRUE,Blood,AML,M5,ACH-000770,P31FUJ,Leukemia
TRUE,Lymphocyte,Non Hodgkin Lymphoma,B-cell Burkitt,ACH-002293,P32ISH,Lymphoma
TRUE,Lymphocyte,Non Hodgkin Lymphoma,B-cell Burkitt,ACH-000707,P3HR1,Lymphoma
TRUE,Prostate,Prostate Adenocarcinoma,,ACH-001627,P4E6,Prostate Cancer
TRUE,Ovary,Mixed Germ Cell,,ACH-001374,PA1,Ovarian Cancer
TRUE,Pancreas,Exocrine,Exocrine Adenocarcinoma,ACH-001375,PACADD119,Pancreatic Cancer
TRUE,Pancreas,Exocrine,Exocrine Adenocarcinoma,ACH-001376,PACADD135,Pancreatic Cancer
TRUE,Pancreas,Exocrine,Exocrine Adenocarcinoma,ACH-001377,PACADD137,Pancreatic Cancer
TRUE,Pancreas,Exocrine,Exocrine Adenocarcinoma,ACH-001378,PACADD159,Pancreatic Cancer
TRUE,Pancreas,Exocrine,Exocrine Adenocarcinoma,ACH-001379,PACADD161,Pancreatic Cancer
TRUE,Pancreas,Exocrine,Exocrine Adenocarcinoma,ACH-001380,PACADD165,Pancreatic Cancer
TRUE,Pancreas,Exocrine,Exocrine Adenocarcinoma,ACH-001382,PACADD188,Pancreatic Cancer
TRUE,Pancreas,Exocrine,Exocrine Adenocarcinoma,ACH-000042,PANC0203,Pancreatic Cancer
TRUE,Pancreas,Exocrine,Exocrine Adenocarcinoma,ACH-000031,PANC0213,Pancreatic Cancer
TRUE,Pancreas,Exocrine,Exocrine Adenocarcinoma,ACH-000139,PANC0327,Pancreatic Cancer
TRUE,Pancreas,Exocrine,Exocrine Adenocarcinoma,ACH-000235,PANC0403,Pancreatic Cancer
TRUE,Pancreas,Exocrine,Exocrine Adenocarcinoma,ACH-000093,PANC0504,Pancreatic Cancer
TRUE,Pancreas,Exocrine,Exocrine Adenocarcinoma,ACH-000417,PANC0813,Pancreatic Cancer
TRUE,Pancreas,Exocrine,Exocrine Adenocarcinoma,ACH-000164,PANC1,Pancreatic Cancer
TRUE,Pancreas,Exocrine,Exocrine Adenocarcinoma,ACH-000060,PANC1005,Pancreatic Cancer
TRUE,Pancreas,Exocrine,Exocrine Adenocarcinoma,ACH-000599,PATU8902,Pancreatic Cancer
TRUE,Pancreas,Exocrine,Exocrine Adenocarcinoma,ACH-000022,PATU8988S,Pancreatic Cancer
TRUE,Pancreas,Exocrine,Exocrine Adenocarcinoma,ACH-000023,PATU8988T,Pancreatic Cancer
TRUE,Lung,NSCLC,NSCLC Adenocarcinoma,ACH-000030,PC14,Lung Cancer
TRUE,Prostate,Prostate Adenocarcinoma,,ACH-000090,PC3,Prostate Cancer
TRUE,Lung,NSCLC,NSCLC Adenocarcinoma,ACH-002184,PC3JPC3,Lung Cancer
TRUE,Lung,NSCLC,NSCLC Adenocarcinoma,ACH-000779,PC9,Lung Cancer
TRUE,Upper Aerodigestive,Upper Aerodigestive Squamous,,ACH-002294,PCI15A,Head and Neck Cancer
TRUE,Upper Aerodigestive,Upper Aerodigestive Squamous,,ACH-002295,PCI30,Head and Neck Cancer
TRUE,Upper Aerodigestive,Upper Aerodigestive Squamous,,ACH-002296,PCI38,Head and Neck Cancer
TRUE,Upper Aerodigestive,Upper Aerodigestive Squamous,Laryngeal,ACH-002297,PCI4B,Head and Neck Cancer
TRUE,Upper Aerodigestive,Upper Aerodigestive Squamous,,ACH-002298,PCI6A,Head and Neck Cancer
TRUE,Plasma Cell,Multiple Myeloma,,ACH-001162,PCM6,Myeloma
TRUE,Ovary,Ovary Adenocarcinoma,,ACH-001628,PEA1,Ovarian Cancer
TRUE,Upper Aerodigestive,Upper Aerodigestive Squamous,Oral,ACH-000619,PECAPJ15,Head and Neck Cancer
TRUE,Upper Aerodigestive,Upper Aerodigestive Squamous,Basaloid,ACH-000606,PECAPJ34CLONEC12,Head and Neck Cancer
TRUE,Upper Aerodigestive,Upper Aerodigestive Squamous,Oral,ACH-000732,PECAPJ41CLONED2,Head and Neck Cancer
TRUE,Upper Aerodigestive,Upper Aerodigestive Squamous,Oral,ACH-000735,PECAPJ49,Head and Neck Cancer
TRUE,Blood,ALL,T-cell,ACH-000519,PEER,Leukemia
TRUE,Ovary,Ovary Adenocarcinoma,,ACH-001630,PEO1,Ovarian Cancer
TRUE,Ovary,Ovary Adenocarcinoma,,ACH-001632,PEO4,Ovarian Cancer
TRUE,Skin,Merkel Cell Carcinoma,,ACH-001170,PETA,Skin Cancer
TRUE,Blood,ALL,T-cell,ACH-000937,PF382,Leukemia
TRUE,Lymphocyte,Non Hodgkin Lymphoma,DLBCL,ACH-000140,PFEIFFER,Lymphoma
TRUE,Central Nervous System,PNET,,ACH-001711,PFSK1,Brain Cancer
TRUE,Blood,CLL,B-cell,ACH-001634,PGA1,Leukemia
TRUE,Pancreas,Exocrine,Exocrine Adenocarcinoma,ACH-000307,PK1,Pancreatic Cancer
TRUE,Pancreas,Exocrine,Exocrine Adenocarcinoma,ACH-000468,PK45H,Pancreatic Cancer
TRUE,Pancreas,Exocrine,Exocrine Adenocarcinoma,ACH-000205,PK59,Pancreatic Cancer
TRUE,Pancreas,Exocrine,Exocrine Adenocarcinoma,ACH-002039,PK8,Pancreatic Cancer
TRUE,Pancreas,Exocrine,Exocrine Adenocarcinoma,ACH-002185,PL18,Pancreatic Cancer
TRUE,Blood,AML,M3,ACH-000218,PL21,Leukemia
TRUE,Pancreas,Exocrine,Exocrine Adenocarcinoma,ACH-002186,PL4,Pancreatic Cancer
TRUE,Pancreas,Exocrine,Exocrine Adenocarcinoma,ACH-001171,PL45,Pancreatic Cancer
TRUE,Blood,AML,,ACH-000034,PLB985,Leukemia
TRUE,Liver,Hepatocellular Carcinoma,,ACH-001318,PLCPRF5,Liver Cancer
TRUE,Engineered Prostate,,,ACH-000170,PRECLH,Engineered
TRUE,Pancreas,Exocrine,Exocrine Adenocarcinoma,ACH-000320,PSN1,Pancreatic Cancer
TRUE,Prostate,Prostate Adenocarcinoma,,ACH-001383,PWR1E,Prostate Cancer
TRUE,Pancreas,Endocrine,Somatostatinoma,ACH-000347,QGP1,Pancreatic Cancer
TRUE,Blood,AML,,ACH-002299,QIMRWIL,Leukemia
TRUE,Lymphocyte,Non Hodgkin Lymphoma,B-cell Burkitt,ACH-000654,RAJI,Lymphoma
TRUE,Lymphocyte,Non Hodgkin Lymphoma,B-cell Burkitt,ACH-001636,RAMOS,Lymphoma
TRUE,Lymphocyte,Non Hodgkin Lymphoma,B-cell Burkitt,ACH-002300,RAMOS2G64C10,Lymphoma
TRUE,Bile Duct,Cholangiocarcinoma,Intrahepatic,ACH-001856,RBE,Bile Duct Cancer
TRUE,Soft Tissue,Rhabdomyosarcoma,Alveolar,ACH-001743,RC2,Sarcoma
TRUE,Kidney,Renal Cell Carcinoma,,ACH-000189,RCC10RGB,Kidney Cancer
TRUE,Kidney,Renal Cell Carcinoma,Clear Cell,ACH-001175,RCC4,Kidney Cancer
TRUE,Kidney,Renal Cell Carcinoma,Clear Cell,ACH-002187,RCCAB,Kidney Cancer
TRUE,Kidney,Renal Cell Carcinoma,Clear Cell,ACH-002188,RCCER,Kidney Cancer
TRUE,Kidney,Renal Cell Carcinoma,Clear Cell,ACH-002189,RCCFG2,Kidney Cancer
TRUE,Kidney,Renal Cell Carcinoma,Clear Cell,ACH-002190,RCCJF,Kidney Cancer
TRUE,Kidney,Renal Cell Carcinoma,Clear Cell,ACH-002191,RCCJW,Kidney Cancer
TRUE,Kidney,Renal Cell Carcinoma,Clear Cell,ACH-002192,RCCMF,Kidney Cancer
TRUE,Blood,ALL,B-cell,ACH-000922,RCHACV,Leukemia
TRUE,Lymphocyte,Lymphoma Unspecified,B-cell,ACH-001638,RCK8,Lymphoma
TRUE,Colorectal,Colorectal Adenocarcinoma,,ACH-000565,RCM1,Colon/Colorectal Cancer
TRUE,Soft Tissue,Rhabdomyosarcoma,Embryonal,ACH-000169,RD,Sarcoma
TRUE,Bone,Ewing Sarcoma,,ACH-000041,RDES,Bone Cancer
TRUE,Lymphocyte,Non Hodgkin Lymphoma,B-cell Mantle Cell,ACH-000068,REC1,Lymphoma
TRUE,Blood,ALL,B-cell,ACH-000960,REH,Leukemia
TRUE,Gastric,Gastric Adenocarcinoma,,ACH-000144,RERFGC1B,Gastric Cancer
TRUE,Lung,NSCLC,NSCLC Adenocarcinoma,ACH-000791,RERFLCAD1,Lung Cancer
TRUE,Lung,NSCLC,NSCLC Adenocarcinoma,ACH-000774,RERFLCAD2,Lung Cancer
TRUE,Lung,NSCLC,NSCLC Squamous,ACH-000261,RERFLCAI,Lung Cancer
TRUE,Lung,SCLC,,ACH-002193,RERFLCFM,Lung Cancer
TRUE,Lung,NSCLC,NSCLC Adenocarcinoma,ACH-000482,RERFLCKJ,Lung Cancer
TRUE,Lung,NSCLC,NSCLC Adenocarcinoma,ACH-000062,RERFLCMS,Lung Cancer
TRUE,Lung,NSCLC,NSCLC Squamous,ACH-000442,RERFLCSQ1,Lung Cancer
TRUE,Lymphocyte,Non Hodgkin Lymphoma,B-cell,ACH-002301,RF48,Lymphoma
TRUE,Bone,Ewing Sarcoma,,ACH-002194,RH1,Bone Cancer
TRUE,Soft Tissue,Rhabdomyosarcoma,,ACH-000689,RH18,Sarcoma
TRUE,Soft Tissue,Rhabdomyosarcoma,Alveolar,ACH-001740,RH28,Sarcoma
TRUE,Soft Tissue,Rhabdomyosarcoma,Alveolar,ACH-000833,RH30,Sarcoma
TRUE,Soft Tissue,Rhabdomyosarcoma,Embryonal,ACH-001751,RH36,Sarcoma
TRUE,Soft Tissue,Rhabdomyosarcoma,Alveolar,ACH-001765,RH4,Sarcoma
TRUE,Soft Tissue,Rhabdomyosarcoma,Alveolar,ACH-000100,RH41,Sarcoma
TRUE,Soft Tissue,Rhabdomyosarcoma,Alveolar,ACH-001745,RHJT,Sarcoma
TRUE,Lymphocyte,Non Hodgkin Lymphoma,B-cell,ACH-000398,RI1,Lymphoma
TRUE,Soft Tissue,Leiomyosarcoma,,ACH-000505,RKN,Sarcoma
TRUE,Colorectal,Colorectal Adenocarcinoma,,ACH-000943,RKO,Colon/Colorectal Cancer
TRUE,Lymphocyte,Non Hodgkin Lymphoma,B-cell,ACH-000371,RL,Lymphoma
TRUE,Uterus,Endometrial Adenosquamous,,ACH-000965,RL952,Endometrial/Uterine Cancer
TRUE,Ovary,Ovary Adenocarcinoma,Clear Cell,ACH-000719,RMGI,Ovarian Cancer
TRUE,Soft Tissue,Rhabdomyosarcoma,Embryonal,ACH-002048,RMSYM,Sarcoma
TRUE,Ovary,Ovary Adenocarcinoma,Mucinous,ACH-000701,RMUGS,Ovarian Cancer
TRUE,Thyroid,Thyroid Carcinoma,Follicular,ACH-001384,RO82W1,Thyroid Cancer
TRUE,Blood,ALL,B-cell,ACH-001639,ROS50,Leukemia
TRUE,Engineered,,,ACH-002466,RPE1SS111,Engineered
TRUE,Engineered,,,ACH-002465,RPE1SS119,Engineered
TRUE,Engineered,,,ACH-002462,RPE1SS48,Engineered
TRUE,Engineered,,,ACH-002467,RPE1SS51,Engineered
TRUE,Engineered,,,ACH-002464,RPE1SS6,Engineered
TRUE,Engineered,,,ACH-002463,RPE1SS77,Engineered
TRUE,Upper Aerodigestive,Upper Aerodigestive Squamous,,ACH-001385,RPMI2650,Head and Neck Cancer
TRUE,Unknown,,,ACH-001182,RPMI6666,Unknown
TRUE,Skin,Melanoma,,ACH-000348,RPMI7951,Skin Cancer
TRUE,Plasma Cell,Multiple Myeloma,Plasmacytoma,ACH-000817,RPMI8226,Myeloma
TRUE,Blood,ALL,T-cell,ACH-000636,RPMI8402,Leukemia
TRUE,Blood,CML,,ACH-002302,RPMI8866,Leukemia
TRUE,Blood,ALL,B-cell,ACH-000874,RS411,Leukemia
TRUE,Fibroblast,Fibroblast Lung,,ACH-000531,RS5,Fibroblast
TRUE,Urinary Tract,Bladder Carcinoma,Bladder Transitional Cell,ACH-000473,RT112,Bladder Cancer
TRUE,Urinary Tract,Bladder Carcinoma,,ACH-001183,RT11284,Bladder Cancer
TRUE,Urinary Tract,Bladder Carcinoma,Bladder Transitional Cell,ACH-000242,RT4,Bladder Cancer
TRUE,Skin,Melanoma,,ACH-000614,RVH421,Skin Cancer
TRUE,Skin,,,ACH-002875,RVH421RPMI,Skin Cancer
TRUE,Skin,Melanoma,,ACH-002461,RVH421SKINFV1,Skin Cancer
TRUE,Kidney,Renal Cell Carcinoma,,ACH-002195,RXF393,Kidney Cancer
TRUE,Soft Tissue,Thyroid Sarcoma,,ACH-000037,S117,Sarcoma
TRUE,Engineered Lung,,,ACH-000064,SALE,Engineered
TRUE,Bone,Osteosarcoma,,ACH-000410,SAOS2,Bone Cancer
TRUE,Bone,Osteosarcoma,,ACH-002396,SARC9371,Bone Cancer
TRUE,Upper Aerodigestive,Upper Aerodigestive Squamous,Tongue,ACH-002029,SAS,Head and Neck Cancer
TRUE,Upper Aerodigestive,Upper Aerodigestive Squamous,,ACH-001641,SAT,Head and Neck Cancer
TRUE,Lung,SCLC,,ACH-002196,SBC1,Lung Cancer
TRUE,Lung,SCLC,,ACH-002197,SBC3,Lung Cancer
TRUE,Lung,SCLC,,ACH-000670,SBC5,Lung Cancer
TRUE,Lymphocyte,Non Hodgkin Lymphoma,B-cell Follicular,ACH-002392,SC1,Lymphoma
TRUE,Urinary Tract,Bladder Carcinoma,Bladder Squamous,ACH-000839,SCABER,Bladder Cancer
TRUE,Upper Aerodigestive,Upper Aerodigestive Squamous,,ACH-000254,SCC15,Head and Neck Cancer
TRUE,Upper Aerodigestive,Upper Aerodigestive Squamous,,ACH-000188,SCC25,Head and Neck Cancer
TRUE,Lymphocyte,Non Hodgkin Lymphoma,B-cell,ACH-001642,SCC3,Lymphoma
TRUE,Upper Aerodigestive,Upper Aerodigestive Squamous,Oral,ACH-000238,SCC4,Head and Neck Cancer
TRUE,Upper Aerodigestive,Upper Aerodigestive Squamous,,ACH-000181,SCC9,Head and Neck Cancer
TRUE,Ovary,SCCOHT,,ACH-001279,SCCOHT1,Ovarian Cancer
TRUE,Gastric,Choriocarcinoma,,ACH-002198,SCH,Gastric Cancer
TRUE,Lung,SCLC,,ACH-000659,SCLC21H,Lung Cancer
TRUE,Lung,SCLC,,ACH-001386,SCLC22H,Lung Cancer
TRUE,Soft Tissue,Rhabdomyosarcoma,,ACH-001184,SCMCRM2,Sarcoma
TRUE,Soft Tissue,Synovial Sarcoma,,ACH-001280,SCS214,Sarcoma
TRUE,Skin,Melanoma,,ACH-001645,SEKI,Skin Cancer
TRUE,Blood,ALL,B-cell,ACH-000782,SEM,Leukemia
TRUE,Blood,ALL,B-cell,ACH-001735,SEMK2,Leukemia
TRUE,Blood,AML,,ACH-000195,SET2,Leukemia
TRUE,Central Nervous System,Glioma,Astrocytoma,ACH-000609,SF126,Brain Cancer
TRUE,Central Nervous System,Glioma,Glioblastoma,ACH-000887,SF172,Brain Cancer
TRUE,Central Nervous System,Glioma,,ACH-000655,SF268,Brain Cancer
TRUE,Central Nervous System,Glioma,Glioblastoma,ACH-000376,SF295,Brain Cancer
TRUE,Central Nervous System,Glioma,,ACH-000273,SF539,Brain Cancer
TRUE,Central Nervous System,Glioma,Astrocytoma,ACH-000490,SF767,Brain Cancer
TRUE,Fibroblast,,,ACH-001187,SF8657,Fibroblast
TRUE,Bile Duct,Cholangiocarcinoma,Intrahepatic,ACH-001857,SG231,Bile Duct Cancer
TRUE,Gastric,Gastric Adenocarcinoma,Mucinous,ACH-000764,SH10TC,Gastric Cancer
TRUE,Skin,Melanoma,,ACH-000441,SH4,Skin Cancer
TRUE,Blood,AML,,ACH-001647,SHI1,Leukemia
TRUE,Prostate,Prostate Adenocarcinoma,,ACH-001648,SHMAC4,Prostate Cancer
TRUE,Prostate,Prostate Adenocarcinoma,,ACH-001649,SHMAC5,Prostate Cancer
TRUE,Lung,SCLC,,ACH-000790,SHP77,Lung Cancer
TRUE,Peripheral Nervous System,Neuroblastoma,,ACH-001188,SHSY5Y,Neuroblastoma
TRUE,Blood,AML,M5,ACH-000112,SIGM5,Leukemia
TRUE,Cervix,Cervical Carcinoma,,ACH-000556,SIHA,Cervical Cancer
TRUE,Peripheral Nervous System,Neuroblastoma,,ACH-000099,SIMA,Neuroblastoma
TRUE,Cervix,Cervical Adenocarcinoma,,ACH-001650,SISO,Cervical Cancer
TRUE,Soft Tissue,Rhabdomyosarcoma,,ACH-001189,SJRH30,Sarcoma
TRUE,Bone,Osteosarcoma,,ACH-000748,SJSA1,Bone Cancer
TRUE,Breast,Breast Carcinoma,ERneg HER2pos,ACH-000017,SKBR3,Breast Cancer
TRUE,Breast,,,ACH-002329,SKBR5,Breast Cancer
TRUE,Breast,,,ACH-002330,SKBR7,Breast Cancer
TRUE,Colorectal,Colorectal Adenocarcinoma,,ACH-000400,SKCO1,Colon/Colorectal Cancer
TRUE,Bone,Ewing Sarcoma,,ACH-000087,SKES1,Bone Cancer
TRUE,Uterus,Endometrial Squamous,,ACH-001651,SKGI,Endometrial/Uterine Cancer
TRUE,Uterus,Endometrial Squamous,,ACH-001652,SKGII,Endometrial/Uterine Cancer
TRUE,Cervix,Cervical Carcinoma,,ACH-002020,SKGIIIA,Cervical Cancer
TRUE,Gastric,Gastric Adenocarcinoma,,ACH-001653,SKGT2,Gastric Cancer
TRUE,Esophagus,Esophagus Adenocarcinoma,,ACH-001654,SKGT4,Esophageal Cancer
TRUE,Liver,Hepatocellular Carcinoma,,ACH-000361,SKHEP1,Liver Cancer
TRUE,Soft Tissue,Leiomyosarcoma,,ACH-000145,SKLMS1,Sarcoma
TRUE,Lung,NSCLC,NSCLC Adenocarcinoma,ACH-000309,SKLU1,Lung Cancer
TRUE,Blood,AML,,ACH-000373,SKM1,Leukemia
TRUE,Skin,Melanoma,,ACH-000465,SKMEL1,Skin Cancer
TRUE,Skin,Melanoma,,ACH-002005,SKMEL19,Skin Cancer
TRUE,Skin,Melanoma,,ACH-001190,SKMEL2,Skin Cancer
TRUE,Skin,Melanoma,,ACH-000822,SKMEL24,Skin Cancer
TRUE,Skin,Melanoma,,ACH-000615,SKMEL28,Skin Cancer
TRUE,Skin,Melanoma,,ACH-000423,SKMEL3,Skin Cancer
TRUE,Skin,Melanoma,,ACH-000810,SKMEL30,Skin Cancer
TRUE,Skin,Melanoma,,ACH-000640,SKMEL31,Skin Cancer
TRUE,Skin,Melanoma,,ACH-000730,SKMEL5,Skin Cancer
TRUE,Lung,NSCLC,NSCLC Squamous,ACH-000665,SKMES1,Lung Cancer
TRUE,Central Nervous System,Glioma,Astrocytoma,ACH-002304,SKMG1,Brain Cancer
TRUE,Plasma Cell,Multiple Myeloma,,ACH-000363,SKMM2,Myeloma
TRUE,Uterus,Endometrial Squamous,,ACH-001655,SKN,Endometrial/Uterine Cancer
TRUE,Upper Aerodigestive,Upper Aerodigestive Squamous,,ACH-002305,SKN3,Head and Neck Cancer
TRUE,Peripheral Nervous System,Neuroblastoma,,ACH-000260,SKNAS,Neuroblastoma
TRUE,Peripheral Nervous System,Neuroblastoma,,ACH-000312,SKNBE2,Neuroblastoma
TRUE,Peripheral Nervous System,Neuroblastoma,,ACH-000366,SKNDZ,Neuroblastoma
TRUE,Bone,Ewing Sarcoma,,ACH-001192,SKNEP1,Bone Cancer
TRUE,Peripheral Nervous System,Neuroblastoma,,ACH-000341,SKNFI,Neuroblastoma
TRUE,Bone,Ewing Sarcoma,,ACH-000039,SKNMC,Bone Cancer
TRUE,Blood,AML,,ACH-001656,SKNO1,Leukemia
TRUE,Peripheral Nervous System,Neuroblastoma,,ACH-000149,SKNSH,Neuroblastoma
TRUE,Ovary,Ovary Adenocarcinoma,Endometrioid,ACH-000811,SKOV3,Ovarian Cancer
TRUE,Bone,Ewing Sarcoma,,ACH-001193,SKPNDW,Bone Cancer
TRUE,Kidney,Renal Cell Carcinoma,,ACH-000385,SKRC20,Kidney Cancer
TRUE,Kidney,Renal Cell Carcinoma,,ACH-001194,SKRC31,Kidney Cancer
TRUE,Soft Tissue,Leiomyosarcoma,,ACH-000939,SKUT1,Sarcoma
TRUE,Kidney,Renal Cell Carcinoma,,ACH-000127,SLR20,Kidney Cancer
TRUE,Kidney,Renal Cell Carcinoma,,ACH-000016,SLR21,Kidney Cancer
TRUE,Kidney,Renal Cell Carcinoma,,ACH-000246,SLR23,Kidney Cancer
TRUE,Kidney,Renal Cell Carcinoma,,ACH-000272,SLR24,Kidney Cancer
TRUE,Kidney,Renal Cell Carcinoma,,ACH-000300,SLR25,Kidney Cancer
TRUE,Kidney,Renal Cell Carcinoma,,ACH-000600,SLR26,Kidney Cancer
TRUE,Lymphocyte,Lymphoma Unspecified,B-cell,ACH-002062,SLVL,Lymphoma
TRUE,Soft Tissue,Rhabdomyosarcoma,Embryonal,ACH-001196,SMSCTR,Sarcoma
TRUE,Lymphocyte,Lymphoma Unspecified,,ACH-001197,SMZ1,Lymphoma
TRUE,Kidney,Renal Cell Carcinoma,,ACH-002199,SN12C,Kidney Cancer
TRUE,Central Nervous System,Glioma,Glioblastoma,ACH-001198,SNB19,Brain Cancer
TRUE,Central Nervous System,Glioma,,ACH-000504,SNB75,Brain Cancer
TRUE,Uterus,Endometrial Adenocarcinoma,,ACH-000974,SNGM,Endometrial/Uterine Cancer
TRUE,Gastric,Gastric Adenocarcinoma,,ACH-000932,SNU1,Gastric Cancer
TRUE,Colorectal,Colorectal Adenocarcinoma,,ACH-000286,SNU1033,Colon/Colorectal Cancer
TRUE,Colorectal,Colorectal Adenocarcinoma,,ACH-000999,SNU1040,Colon/Colorectal Cancer
TRUE,Upper Aerodigestive,Upper Aerodigestive Squamous,Hypopharyngeal,ACH-000618,SNU1041,Head and Neck Cancer
TRUE,Upper Aerodigestive,Upper Aerodigestive Squamous,,ACH-000682,SNU1066,Head and Neck Cancer
TRUE,Upper Aerodigestive,Upper Aerodigestive Squamous,Laryngeal,ACH-000549,SNU1076,Head and Neck Cancer
TRUE,Uterus,Mullerian Carcinoma,,ACH-000302,SNU1077,Endometrial/Uterine Cancer
TRUE,Bile Duct,Cholangiocarcinoma,Intrahepatic,ACH-000209,SNU1079,Bile Duct Cancer
